date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:02	295/295	---M--	200	added ('OK')	application/javascript	etag:%22e7f191e25b9aa254d1f43bf9fafb34dc-ssl%22	https://stackoverflow.co/public/company/static/1659963454/state.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/static/1659963454/state.js	(from https://stackoverflow.co/)
16:18:02	59/59	---M--	200	added ('OK')	application/javascript	etag:%22c71a66b0407ba434b2501c577fd1d4cd-ssl%22	https://stackoverflow.co/public/company/static/1659963454/payload.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/static/1659963454/payload.js	(from https://stackoverflow.co/)
16:18:03	3728/3728	---MCZ	200	added ('OK')	application/javascript	etag:%22c78c398b8d83fe76b50d8d67c8a91ede-ssl-df%22	https://stackoverflow.co/public/company/static/1659963454/manifest.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/static/1659963454/manifest.js	(from https://stackoverflow.co/)
16:18:03	45576/45576	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22f15ef08bdabbf02b2313ca682a25913b-ssl-df%22	https://stackoverflow.co/teams	C:/My%20Web%20Sites/templates/stackoverflow.co/teams.12.delayed	(from https://stackoverflow.co/)
16:18:03	26107/26107	---M--	301	error ('Moved%20Permanently')	text/html	etag:%229ce16f3b4481d3800aa6af4388bdecd3-ssl-df%22	https://stackoverflow.co/talent	C:/My%20Web%20Sites/templates/stackoverflow.co/talent.13.delayed	(from https://stackoverflow.co/)
16:18:03	232346/232346	---M-Z	200	added ('OK')	text/html	etag:%22f15ef08bdabbf02b2313ca682a25913b-ssl-df%22	https://stackoverflow.co/teams/	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/index.html	(from https://stackoverflow.co/)
16:18:03	151479/151479	---M-Z	200	added ('OK')	text/html	etag:%229ce16f3b4481d3800aa6af4388bdecd3-ssl-df%22	https://stackoverflow.co/talent/	C:/My%20Web%20Sites/templates/stackoverflow.co/talent/index.html	(from https://stackoverflow.co/)
16:18:03	30334/30334	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224b81579902278671529c81999c8ecc89-ssl-df%22	https://stackoverflow.co/advertising	C:/My%20Web%20Sites/templates/stackoverflow.co/advertising.14.delayed	(from https://stackoverflow.co/)
16:18:03	163510/163510	---M-Z	200	added ('OK')	text/html	etag:%224b81579902278671529c81999c8ecc89-ssl-df%22	https://stackoverflow.co/advertising/	C:/My%20Web%20Sites/templates/stackoverflow.co/advertising/index.html	(from https://stackoverflow.co/)
16:18:03	40801/40801	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22f017049b4856feb424d4d8faee0d9855-ssl-df%22	https://stackoverflow.co/collectives	C:/My%20Web%20Sites/templates/stackoverflow.co/collectives.15.delayed	(from https://stackoverflow.co/)
16:18:05	190914/190914	---M-Z	200	added ('OK')	text/html	etag:%22f017049b4856feb424d4d8faee0d9855-ssl-df%22	https://stackoverflow.co/collectives/	C:/My%20Web%20Sites/templates/stackoverflow.co/collectives/index.html	(from https://stackoverflow.co/)
16:18:05	88080/88080	---M--	200	added ('OK')	image/png	etag:%224c566ae2e6041779e195c07b8eaf0417-ssl%22	https://stackoverflow.co/img/company/bg-header-mobile.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/bg-header-mobile.png	(from https://stackoverflow.co/)
16:18:05	159369/159369	---MCZ	200	added ('OK')	text/html	etag:%22e742ffbdf64b3754404a9a9c1a6f70d7-ssl-df%22	https://stackoverflow.co/company/leadership/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/leadership/index.html	(from https://stackoverflow.co/)
16:18:05	193504/193504	---MCZ	200	added ('OK')	text/html	etag:%2284c9c03838de8a57bcaf0d15db395e13-ssl-df%22	https://stackoverflow.co/company/careers/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/careers/index.html	(from https://stackoverflow.co/)
16:18:05	4669/4669	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ad0b65ca0f22f9e2fa4a81bada915ee3-ssl%22	https://stackoverflow.co/img/company/awards/webby-award.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/webby-award.svg	(from https://stackoverflow.co/)
16:18:05	214996/214996	---MCZ	200	added ('OK')	text/html	etag:%224bfac8c62c8b0d8cde21ae512c38793c-ssl-df%22	https://stackoverflow.co/company/work-here/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/work-here/index.html	(from https://stackoverflow.co/)
16:18:05	9243/9243	---M-Z	200	added ('OK')	image/svg+xml	etag:%22aa7b4e2f6c7df347406edbeef91e1fa8-ssl%22	https://stackoverflow.co/img/company/awards/award-stratus-2020.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/award-stratus-2020.svg	(from https://stackoverflow.co/)
16:18:05	802/802	---M--	200	added ('OK')	image/svg+xml	etag:%22c86b8f59cae3e55afc1aa7ca039d9dec-ssl%22	https://stackoverflow.co/img/company/awards/g2.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/g2.svg	(from https://stackoverflow.co/)
16:18:05	155560/155560	---MCZ	200	added ('OK')	text/html	etag:%222a79946467e0af2106a06d55d1514ecf-ssl-df%22	https://stackoverflow.co/company/contact/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/contact/index.html	(from https://stackoverflow.co/)
16:18:06	3440/3440	---M-Z	200	added ('OK')	image/svg+xml	etag:%22dce0fa52de9d031cdf9a2c95c23b99c6-ssl%22	https://stackoverflow.co/img/company/awards/remotetechbreakthrough.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/remotetechbreakthrough.svg	(from https://stackoverflow.co/)
16:18:06	184491/184491	---MCZ	200	added ('OK')	text/html	etag:%2234b6cad0568f01f718507e7be47e2ec8-ssl-df%22	https://stackoverflow.co/company/press/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/press/index.html	(from https://stackoverflow.co/)
16:18:06	6573/6573	---M-Z	200	added ('OK')	image/svg+xml	etag:%22efeefcb40c0d76923230c81c78c46905-ssl%22	https://stackoverflow.co/img/company/awards/the-saas-awards.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/the-saas-awards.svg	(from https://stackoverflow.co/)
16:18:06	152925/152925	---MCZ	200	added ('OK')	text/html	etag:%22cabdbe4e655f24743cd1c9f3c55d4f71-ssl-df%22	https://stackoverflow.co/company/research/	C:/My%20Web%20Sites/templates/stackoverflow.co/company/research/index.html	(from https://stackoverflow.co/)
16:18:06	5255/5255	---M--	200	added ('OK')	image/png	etag:%22e6c4a2e12b230fa0e72fb9aa0b6ca3e1-ssl%22	https://stackoverflow.co/img/company/awards/appealie-saas-awards.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/appealie-saas-awards.png	(from https://stackoverflow.co/)
16:18:06	16371/16371	---M--	200	added ('OK')	image/png	etag:%2244e0349c8b5a6d181cf544ebcb1cb71d-ssl%22	https://stackoverflow.co/img/company/abstract-teams.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/abstract-teams.png	(from https://stackoverflow.co/)
16:18:07	13470/13470	---M--	200	added ('OK')	image/png	etag:%22dbf875b27bce3dcbea8bd7b240066539-ssl%22	https://stackoverflow.co/img/company/abstract-talent.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/abstract-talent.png	(from https://stackoverflow.co/)
16:18:07	14937/14937	---M--	200	added ('OK')	image/png	etag:%2243d49107ce674e1fe31000046a73e6fd-ssl%22	https://stackoverflow.co/img/company/abstract-advertising.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/abstract-advertising.png	(from https://stackoverflow.co/)
16:18:07	13451/13451	---M--	200	added ('OK')	image/png	etag:%2280aea25ef9925acca71034c36b3a36c7-ssl%22	https://stackoverflow.co/img/company/abstract-public-platform.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/abstract-public-platform.png	(from https://stackoverflow.co/)
16:18:07	1354/1354	---M-Z	200	added ('OK')	image/svg+xml	etag:%22929876152231d89ac9cb4572ec7f4f8a-ssl%22	https://stackoverflow.co/img/product/teams/logos/box-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/box-alt.svg	(from https://stackoverflow.co/)
16:18:08	1433/1433	---M-Z	200	added ('OK')	image/svg+xml	etag:%22efd2f4a1cb372c785fdcfd685f2db030-ssl%22	https://stackoverflow.co/img/product/teams/logos/expensify-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/expensify-alt.svg	(from https://stackoverflow.co/)
16:18:08	4616/4616	---M-Z	200	added ('OK')	image/svg+xml	etag:%2264dc1e94c5b7f766a16ace7f02b9f6ba-ssl-df%22	https://stackoverflow.co/img/product/teams/logos/intercom-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/intercom-alt.svg	(from https://stackoverflow.co/)
16:18:08	7588/7588	---M-Z	200	added ('OK')	image/svg+xml	etag:%22da002c357b3d2fe2350cf0365f9e8f6e-ssl%22	https://stackoverflow.co/img/product/teams/logos/microsoft-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/microsoft-alt.svg	(from https://stackoverflow.co/)
16:18:09	4144/4144	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fbf840efbf4c2dc0cc0e1b72dbc6ddec-ssl-df%22	https://stackoverflow.co/img/product/teams/logos/bloomberg-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/bloomberg-alt.svg	(from https://stackoverflow.co/)
16:18:09	6390/6390	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a3416a2dd64d5447c145637ca1557232-ssl%22	https://stackoverflow.co/img/product/teams/logos/instacart-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/instacart-alt.svg	(from https://stackoverflow.co/)
16:18:09	3274/3274	---M-Z	200	added ('OK')	image/svg+xml	etag:%22eefb726db018e5a8b964b40608c839e2-ssl%22	https://stackoverflow.co/img/product/teams/logos/barkbox-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/barkbox-alt.svg	(from https://stackoverflow.co/)
16:18:09	2374/2374	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c65e776ef1f6d6ed1e9df196b0bee7c2-ssl%22	https://stackoverflow.co/img/product/teams/logos/logitech-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/logitech-alt.svg	(from https://stackoverflow.co/)
16:18:10	3145/3145	---M-Z	200	added ('OK')	image/svg+xml	etag:%2240fd22e3f12c5f295ade2ed50603a34a-ssl%22	https://stackoverflow.co/img/product/teams/logos/overstock-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/overstock-alt.svg	(from https://stackoverflow.co/)
16:18:10	2699/2699	---M-Z	200	added ('OK')	image/svg+xml	etag:%22cdd763e70ec89f78c24e0883a9275145-ssl%22	https://stackoverflow.co/img/product/teams/logos/chevron-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/chevron-alt.svg	(from https://stackoverflow.co/)
16:18:10	4580/4580	---M-Z	200	added ('OK')	image/svg+xml	etag:%223ade2b8f57f49f59481a6ae6f49d8424-ssl%22	https://stackoverflow.co/img/product/teams/logos/dialpad-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/dialpad-alt.svg	(from https://stackoverflow.co/)
16:18:10	1587/1587	---M-Z	200	added ('OK')	image/svg+xml	etag:%2200af8a7a39524f08682c444cc571b158-ssl%22	https://stackoverflow.co/img/product/teams/logos/philips-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/philips-alt.svg	(from https://stackoverflow.co/)
16:18:11	3785/3785	---M-Z	200	added ('OK')	image/svg+xml	etag:%224a5f0c86a609408303c9d776b1876b9a-ssl%22	https://stackoverflow.co/img/product/teams/logos/verizon-media-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/verizon-media-alt.svg	(from https://stackoverflow.co/)
16:18:11	5723/5723	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f29e8b5fda528dcf62f25b9f36bcadfb-ssl%22	https://stackoverflow.co/img/product/teams/logos/wisetech-global-alt.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/wisetech-global-alt.svg	(from https://stackoverflow.co/)
16:18:11	214996/214996	---M-Z	200	added ('OK')	text/html	etag:%224bfac8c62c8b0d8cde21ae512c38793c-ssl-df%22	https://stackoverflow.co/company/work-here	C:/My%20Web%20Sites/templates/stackoverflow.co/company/work-here.html	(from https://stackoverflow.co/)
16:18:12	155560/155560	---M-Z	200	added ('OK')	text/html	etag:%222a79946467e0af2106a06d55d1514ecf-ssl-df%22	https://stackoverflow.co/company/contact	C:/My%20Web%20Sites/templates/stackoverflow.co/company/contact.html	(from https://stackoverflow.co/)
16:18:12	4341/4341	---M--	200	added ('OK')	image/png	etag:%22f588f3b7b20240d6b4e358a0f4858fa8-ssl%22	https://stackoverflow.co/img/company/illo-new-york.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/illo-new-york.png	(from https://stackoverflow.co/)
16:18:12	184491/184491	---M-Z	200	added ('OK')	text/html	etag:%2234b6cad0568f01f718507e7be47e2ec8-ssl-df%22	https://stackoverflow.co/company/press	C:/My%20Web%20Sites/templates/stackoverflow.co/company/press.html	(from https://stackoverflow.co/)
16:18:12	10375/10375	---M-Z	200	added ('OK')	application/javascript	etag:%2267551b88941f6f12f369da424f69cd5d-ssl%22	https://stackoverflow.co/public/company/333748f.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/333748f.js	(from https://stackoverflow.co/)
16:18:13	26308/26308	---M-Z	200	added ('OK')	application/javascript	etag:%2297f9f3f9d55f615800430ce2a2a668c4-ssl%22	https://stackoverflow.co/public/company/694501e.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/694501e.js	(from https://stackoverflow.co/)
16:18:13	243497/243497	---M-Z	200	added ('OK')	application/javascript	etag:%229e90077832e4c42a8aa1b1ac7bc17ada-ssl%22	https://stackoverflow.co/public/company/1ee4ef8.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/1ee4ef8.js	(from https://stackoverflow.co/)
16:18:13	332426/332426	---M-Z	200	added ('OK')	application/javascript	etag:%22d0081cd4502e715117dafa7f62239253-ssl%22	https://stackoverflow.co/public/company/c5b1d6d.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/c5b1d6d.js	(from https://stackoverflow.co/)
16:18:14	32325/32325	---M-Z	200	added ('OK')	application/javascript	etag:%22731e56d5679da2393be5d7fa1a4f395c-ssl%22	https://stackoverflow.co/public/company/2dccffe.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/company/2dccffe.js	(from https://stackoverflow.co/)
16:18:14	273933/273933	---M-Z	200	added ('OK')	text/javascript	etag:%227d1f87c80b96d77cdaf45a9293121e46%22	https://cdn.optimizely.com/js/21009600165.js	C:/My%20Web%20Sites/templates/cdn.optimizely.com/js/21009600165.js	(from https://cdn.cookielaw.org/consent/d06435e0-17fb-4659-9a14-1930a6e0be80/OtAutoBlock.js)
16:18:14	1284/1284	---M-Z	200	added ('OK')	application/x-javascript	etag:%22461ce1cffaadfebf2e7659745618ba8e:1635470647.434977%22	https://munchkin.marketo.net/munchkin.js	C:/My%20Web%20Sites/templates/munchkin.marketo.net/munchkin.js	(from https://cdn.cookielaw.org/consent/d06435e0-17fb-4659-9a14-1930a6e0be80/OtAutoBlock.js)
16:18:15	3514/3514	---MCZ	404	error ('Not%20Found')	text/html	etag:1641810182-ssl-df	https://stackoverflow.co/xdc.js	C:/My%20Web%20Sites/templates/stackoverflow.co/xdc.3a.delayed	(from https://cdn.bizible.com/scripts/bizible.js)
16:18:15	76108/76108	---M--	200	added ('OK')	image/png	etag:%2203139890aad90e5f3c795929ba2c1058-ssl%22	https://stackoverflow.co/img/product/og/og-teams.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/og/og-teams.png	(from https://stackoverflow.co/teams/)
16:18:15	31490/31490	---M-Z	200	added ('OK')	application/javascript	etag:%226273484d-7b02%22	https://j.6sc.co/6si.min.js	C:/My%20Web%20Sites/templates/j.6sc.co/6si.min.js	(from https://stackoverflow.co/teams/)
16:18:16	582/582	---M--	200	added ('OK')	image/svg+xml	etag:%227c4385388d4d9309a26d8e69d7b75255-ssl%22	https://stackoverflow.co/public/assets/bg-nav.1f19dbe7.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/public/assets/bg-nav.1f19dbe7.svg	(from https://stackoverflow.co/teams/)
16:18:16	4029/4029	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c24d84637dca52b2b332b516a47a1935-ssl%22	https://stackoverflow.co/img/product/teams/illo-security.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/illo-security.svg	(from https://stackoverflow.co/teams/)
16:18:16	279/279	---M--	200	added ('OK')	application/javascript	etag:%228edf0e90e5645be891b8a668a871aeed-ssl%22	https://stackoverflow.co/public/static/1659636372/teams/state.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/static/1659636372/teams/state.js	(from https://stackoverflow.co/teams/)
16:18:17	64/64	---M--	200	added ('OK')	application/javascript	etag:%228bba7101717b22e4156b6bf8ab86230e-ssl%22	https://stackoverflow.co/public/static/1659636372/teams/payload.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/static/1659636372/teams/payload.js	(from https://stackoverflow.co/teams/)
16:18:17	1447/1447	---M-Z	200	added ('OK')	application/javascript	etag:%229cd634e695f2f6880d30b0e45fd81f40-ssl-df%22	https://stackoverflow.co/public/static/1659636372/manifest.js	C:/My%20Web%20Sites/templates/stackoverflow.co/public/static/1659636372/manifest.js	(from https://stackoverflow.co/teams/)
16:18:17	37795/37795	---M--	301	error ('Moved%20Permanently')	text/html	etag:%224d7c69ae3ea5677299bb460fccf3151c-ssl-df%22	https://stackoverflow.co/teams/pricing	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/pricing.42.delayed	(from https://stackoverflow.co/teams/)
16:18:18	41143/41143	---M--	301	error ('Moved%20Permanently')	text/html	etag:%229e37d17489217d6e2b66f37834f427d5-ssl-df%22	https://stackoverflow.co/explore-teams	C:/My%20Web%20Sites/templates/stackoverflow.co/explore-teams.43.delayed	(from https://stackoverflow.co/teams/)
16:18:18	242540/242540	---M-Z	200	added ('OK')	text/html	etag:%224d7c69ae3ea5677299bb460fccf3151c-ssl-df%22	https://stackoverflow.co/teams/pricing/	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/pricing/index.html	(from https://stackoverflow.co/teams/)
16:18:18	58689/58689	---M--	200	added ('OK')	image/jpeg	etag:%22e9e847c103b037635deb66e659f89e82-ssl%22	https://stackoverflow.co/img/product/videos/HJtJXMKpl2g.jpg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/videos/HJtJXMKpl2g.jpg	(from https://stackoverflow.co/teams/)
16:18:18	209667/209667	---M-Z	200	added ('OK')	text/html	etag:%229e37d17489217d6e2b66f37834f427d5-ssl-df%22	https://stackoverflow.co/explore-teams/	C:/My%20Web%20Sites/templates/stackoverflow.co/explore-teams/index.html	(from https://stackoverflow.co/teams/)
16:18:18	69088/69088	---M--	200	added ('OK')	image/png	etag:%222d65e629996e3ede741b057535cff0f9-ssl%22	https://stackoverflow.co/img/product/teams/screens/illo-collection.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/screens/illo-collection.png	(from https://stackoverflow.co/teams/)
16:18:18	8056/8056	---M-Z	200	added ('OK')	image/svg+xml	etag:%22508c0ad7ffb5ccfb2dbf21b01573831b-ssl%22	https://stackoverflow.co/img/product/teams/logos/imc.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/imc.svg	(from https://stackoverflow.co/teams/)
16:18:19	90858/90858	---M--	200	added ('OK')	image/png	etag:%22000e2c855599a43837b6ce6fdd5c8a80-ssl%22	https://stackoverflow.co/img/product/teams/screens/illo-question.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/screens/illo-question.png	(from https://stackoverflow.co/teams/)
16:18:19	164181/164181	---M--	200	added ('OK')	image/png	etag:%227e0ac857413627a03c79df799569f19d-ssl%22	https://stackoverflow.co/img/product/teams/screens/illo-home-search.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/screens/illo-home-search.png	(from https://stackoverflow.co/teams/)
16:18:19	3816/3816	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e70f5026fc7e282bac7f5562b2fefd35-ssl%22	https://stackoverflow.co/img/product/teams/logos/microsoft.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/logos/microsoft.svg	(from https://stackoverflow.co/teams/)
16:18:19	7908/7908	---M--	200	added ('OK')	image/png	etag:%223656f1d177ea8ab26b3a0db3355043b3-ssl%22	https://stackoverflow.co/img/company/awards/edtech.png	C:/My%20Web%20Sites/templates/stackoverflow.co/img/company/awards/edtech.png	(from https://stackoverflow.co/teams/)
16:18:20	317/317	---M--	200	added ('OK')	image/svg+xml	etag:%228cf62ace1630cdbaed395c385302124f-ssl%22	https://stackoverflow.co/img/product/teams/illo-teams-pricing-shadow.svg	C:/My%20Web%20Sites/templates/stackoverflow.co/img/product/teams/illo-teams-pricing-shadow.svg	(from https://stackoverflow.co/teams/)
16:18:20	35603/35603	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22833c119357bc3da4de2759066058ded2-ssl-df%22	https://stackoverflow.co/teams/use-cases/engineering	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/use-cases/engineering.4c.delayed	(from https://stackoverflow.co/teams/)
16:18:20	196859/196859	---M-Z	200	added ('OK')	text/html	etag:%22833c119357bc3da4de2759066058ded2-ssl-df%22	https://stackoverflow.co/teams/use-cases/engineering/	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/use-cases/engineering/index.html	(from https://stackoverflow.co/teams/)
16:18:20	34757/34757	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22ea5e56b48546c9d02cf2aa3f7e9f05cc-ssl-df%22	https://stackoverflow.co/teams/use-cases/data-analytics	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/use-cases/data-analytics.4d.delayed	(from https://stackoverflow.co/teams/)
16:18:21	186234/186234	---M-Z	200	added ('OK')	text/html	etag:%22ea5e56b48546c9d02cf2aa3f7e9f05cc-ssl-df%22	https://stackoverflow.co/teams/use-cases/data-analytics/	C:/My%20Web%20Sites/templates/stackoverflow.co/teams/use-cases/data-analytics/index.html	(from https://stackoverflow.co/teams/)
